Tiempo,Resistencia,Temperatura
6697,17454,12.75
6727,17528,12.66
6758,17234,13.03
6788,17307,12.94
6818,17162,13.12
6848,17454,12.75
6878,17454,12.75
6908,17829,12.30
6938,17380,12.85
6968,17603,12.57
6998,17678,12.48
7028,17678,12.48
7058,17528,12.66
7088,17603,12.57
7118,17603,12.57
7148,17829,12.30
7178,17753,12.39
7208,17829,12.30
7238,17981,12.12
7268,17829,12.30
7298,18058,12.02
7328,17905,12.21
7358,17905,12.21
7388,18058,12.02
7418,17905,12.21
7448,17829,12.30
7478,18058,12.02
7508,18292,11.75
7538,18136,11.93
7569,18058,12.02
7599,18609,11.38
7629,18214,11.84
7659,18292,11.75
7689,19099,10.83
7719,18529,11.47
7749,18292,11.75
7779,18292,11.75
7809,18214,11.84
7839,18371,11.66
7869,18609,11.38
7899,18371,11.66
7929,18529,11.47
7959,17981,12.12
7989,18136,11.93
8019,18371,11.66
8049,18292,11.75
8079,19436,10.46
8109,18771,11.20
8139,18690,11.29
8169,18690,11.29
8199,18852,11.11
8229,18771,11.20
8259,18771,11.20
8289,18690,11.29
8319,18771,11.20
8349,18771,11.20
8379,19099,10.83
8410,18852,11.11
8440,19099,10.83
8470,18771,11.20
8500,18529,11.47
8530,18292,11.75
8560,18852,11.11
8590,18934,11.01
8620,19183,10.74
8650,18934,11.01
8680,18934,11.01
8710,19183,10.74
8740,19183,10.74
8770,19017,10.92
8800,19436,10.46
8830,19266,10.64
8860,19351,10.55
8890,19266,10.64
8920,19266,10.64
8950,19351,10.55
8980,19266,10.64
9010,19266,10.64
9040,19351,10.55
9070,19351,10.55
9100,19266,10.64
9130,19521,10.36
9160,19266,10.64
9190,19521,10.36
9220,20132,9.71
9251,19266,10.64
9281,19693,10.18
9311,19780,10.09
9341,19693,10.18
9371,19266,10.64
9401,19780,10.09
9431,19606,10.27
9461,19780,10.09
9491,19693,10.18
9521,19780,10.09
9551,19606,10.27
9581,19867,9.99
9611,19606,10.27
9641,20043,9.81
9671,19780,10.09
9701,20043,9.81
9731,20132,9.71
9761,20043,9.81
9791,19955,9.90
9821,19266,10.64
9851,20676,9.15
9881,20043,9.81
9911,20043,9.81
9941,20132,9.71
9971,19955,9.90
10001,20043,9.81
10031,20584,9.24
10061,20311,9.53
10092,20132,9.71
10122,20492,9.34
10152,20221,9.62
10182,20311,9.53
10212,20132,9.71
10242,20492,9.34
10272,20401,9.43
10302,20401,9.43
10332,20401,9.43
10362,20492,9.34
10392,20492,9.34
10422,20401,9.43
10452,20769,9.06
10482,20132,9.71
10512,20492,9.34
10542,20492,9.34
10572,20676,9.15
10602,20584,9.24
10632,20584,9.24
10662,19780,10.09
10692,20769,9.06
10722,20769,9.06
10752,20769,9.06
10782,20862,8.96
10812,20676,9.15
10842,20676,9.15
10872,20955,8.87
10902,20676,9.15
10933,21336,8.49
10963,20769,9.06
10993,21050,8.77
11023,21050,8.77
11053,21050,8.77
11083,20862,8.96
11113,21240,8.58
11143,21050,8.77
11173,21050,8.77
11203,20955,8.87
11233,21240,8.58
11263,20769,9.06
11293,20676,9.15
11323,20584,9.24
11353,21050,8.77
11383,21336,8.49
11413,20132,9.71
11443,20769,9.06
11473,21050,8.77
11503,20955,8.87
11533,21050,8.77
11563,20676,9.15
11593,21145,8.68
11623,21826,8.01
11653,21336,8.49
11683,22026,7.82
11713,21530,8.30
11743,21336,8.49
11774,21433,8.39
11804,21145,8.68
11834,21925,7.92
11864,21433,8.39
11894,21336,8.49
11924,21530,8.30
11954,21727,8.11
11984,21628,8.20
12014,21628,8.20
12044,21925,7.92
12074,21240,8.58
12104,21240,8.58
12134,21727,8.11
12164,21530,8.30
12194,21433,8.39
12224,21727,8.11
12254,22228,7.63
12284,21628,8.20
12314,21727,8.11
12344,21433,8.39
12374,21433,8.39
12404,21628,8.20
12434,21826,8.01
12464,22331,7.54
12494,21925,7.92
12524,22026,7.82
12554,21145,8.68
12584,21925,7.92
12615,21727,8.11
12645,21433,8.39
12675,22026,7.82
12705,22026,7.82
12735,21925,7.92
12765,22228,7.63
12795,22026,7.82
12825,21925,7.92
12855,21826,8.01
12885,22127,7.73
12915,22026,7.82
12945,21826,8.01
12975,21628,8.20
13005,22331,7.54
13035,22228,7.63
13065,21925,7.92
13095,22331,7.54
13125,22127,7.73
13155,22434,7.44
13185,22228,7.63
13215,22331,7.54
13245,22331,7.54
13275,22331,7.54
13305,22331,7.54
13335,22127,7.73
13365,21826,8.01
13395,22537,7.34
13426,22228,7.63
13456,22747,7.15
13486,22331,7.54
13516,22642,7.25
13546,22434,7.44
13576,22642,7.25
13606,22434,7.44
13636,22537,7.34
13666,22537,7.34
13696,22331,7.54
13726,22434,7.44
13756,22642,7.25
13786,22537,7.34
13816,22537,7.34
13846,22434,7.44
13876,22642,7.25
13906,22642,7.25
13936,22537,7.34
13966,22852,7.06
13996,22434,7.44
14026,22642,7.25
14056,22958,6.96
14086,22642,7.25
14116,22747,7.15
14146,22747,7.15
14176,22852,7.06
14206,22958,6.96
14236,22958,6.96
14267,22537,7.34
14297,22852,7.06
14327,22537,7.34
14357,22958,6.96
14387,22331,7.54
14417,22852,7.06
14447,22747,7.15
14477,22537,7.34
14507,22537,7.34
14537,23173,6.77
14567,22958,6.96
14597,22958,6.96
14627,23282,6.67
14657,22747,7.15
14687,22958,6.96
14717,22852,7.06
14747,23282,6.67
14777,22747,7.15
14807,22747,7.15
14837,23722,6.28
14867,22747,7.15
14897,22958,6.96
14927,23065,6.86
14957,23065,6.86
14987,22958,6.96
15017,22642,7.25
15047,23065,6.86
15077,22958,6.96
15108,23173,6.77
15138,23173,6.77
15168,23282,6.67
15198,23173,6.77
15228,23391,6.57
15258,23391,6.57
15288,23173,6.77
15318,23065,6.86
15348,23173,6.77
15378,22958,6.96
15408,23282,6.67
15438,23282,6.67
15468,23173,6.77
15498,23500,6.47
15528,23173,6.77
15558,23173,6.77
15588,24175,5.89
15618,23173,6.77
15648,22958,6.96
15678,22958,6.96
15708,23173,6.77
15738,23282,6.67
15768,23391,6.57
15798,23282,6.67
15828,23391,6.57
15858,23500,6.47
15888,23500,6.47
15918,23500,6.47
15949,23500,6.47
15979,23611,6.38
16009,23611,6.38
16039,23500,6.47
16069,23947,6.08
16099,23391,6.57
16129,23173,6.77
16159,23722,6.28
16189,23391,6.57
16219,23722,6.28
16249,23722,6.28
16279,23611,6.38
16309,23500,6.47
16339,23500,6.47
16369,23611,6.38
16399,23611,6.38
16429,23834,6.18
16459,23611,6.38
16489,23500,6.47
16519,23611,6.38
16549,23500,6.47
16579,23611,6.38
16609,23500,6.47
16639,23611,6.38
16669,23834,6.18
16699,23722,6.28
16729,23611,6.38
16759,23722,6.28
16790,23722,6.28
16820,23722,6.28
16850,23391,6.57
16880,23722,6.28
16910,24061,5.99
16940,23611,6.38
16970,22852,7.06
17000,23834,6.18
17030,23611,6.38
17060,24061,5.99
17090,23722,6.28
17120,23722,6.28
17150,24061,5.99
17180,23834,6.18
17210,23611,6.38
17240,24175,5.89
17270,24061,5.99
17300,23947,6.08
17330,23947,6.08
17360,23611,6.38
17390,23834,6.18
17420,23500,6.47
17450,23947,6.08
17480,23391,6.57
17510,24061,5.99
17540,24061,5.99
17570,23391,6.57
17600,23947,6.08
17631,24061,5.99
17661,23722,6.28
17691,23722,6.28
17721,23947,6.08
17751,23947,6.08
17781,24290,5.79
17811,24290,5.79
17841,24061,5.99
17871,23722,6.28
17901,23834,6.18
17931,24406,5.69
17961,24290,5.79
17991,24175,5.89
18021,24523,5.59
18051,24290,5.79
18081,24175,5.89
18111,24061,5.99
18141,24175,5.89
18171,24175,5.89
18201,24523,5.59
18231,24290,5.79
18261,24061,5.99
18291,24406,5.69
18321,24640,5.50
18351,24290,5.79
18381,24061,5.99
18411,24640,5.50
18441,24290,5.79
18472,24640,5.50
18502,24877,5.30
18532,24175,5.89
18562,24640,5.50
18592,25609,4.70
18622,24406,5.69
18652,24406,5.69
18682,24640,5.50
18712,24523,5.59
18742,24640,5.50
18772,24640,5.50
18802,24640,5.50
18832,24640,5.50
18862,24758,5.40
18892,24758,5.40
18922,24061,5.99
18952,24406,5.69
18982,24640,5.50
19012,24758,5.40
19042,24640,5.50
19072,24997,5.20
19102,24175,5.89
19132,24640,5.50
19162,24640,5.50
19192,24640,5.50
19222,24640,5.50
19252,24640,5.50
19283,24290,5.79
19313,24640,5.50
19343,24877,5.30
19373,24758,5.40
19403,24640,5.50
19433,24640,5.50
19463,24640,5.50
19493,24877,5.30
19523,25118,5.10
19553,24997,5.20
19583,24877,5.30
19613,24758,5.40
19643,25485,4.80
19673,26900,3.70
19703,24877,5.30
19733,24758,5.40
19763,24640,5.50
19793,24877,5.30
19823,24640,5.50
19853,24877,5.30
19883,24290,5.79
19913,24997,5.20
19943,24997,5.20
19973,24997,5.20
20003,25240,5.00
20033,24640,5.50
20063,26115,4.30
20093,24523,5.59
20124,24877,5.30
20154,24877,5.30
20184,24758,5.40
20214,25240,5.00
20244,25240,5.00
20274,25118,5.10
20304,25118,5.10
20334,25362,4.90
20364,25240,5.00
20394,25240,5.00
20424,25118,5.10
20454,24758,5.40
20484,25118,5.10
20514,24758,5.40
20544,24997,5.20
20574,25240,5.00
20604,26767,3.80
20634,25118,5.10
20664,25118,5.10
20694,24997,5.20
20724,25240,5.00
20754,25362,4.90
20784,25485,4.80
20814,25240,5.00
20844,25118,5.10
20874,24290,5.79
20904,24997,5.20
20934,24877,5.30
20965,25734,4.60
20995,25485,4.80
21025,24997,5.20
21055,26115,4.30
21085,25485,4.80
21115,25118,5.10
21145,25240,5.00
21175,25240,5.00
21205,25240,5.00
21235,26503,4.00
21265,25240,5.00
21295,25485,4.80
21325,25118,5.10
21355,25485,4.80
21385,25240,5.00
21415,25118,5.10
21445,24290,5.79
21475,25118,5.10
21505,25362,4.90
21535,25118,5.10
21565,24290,5.79
21595,25118,5.10
21625,25485,4.80
21655,25362,4.90
21685,24997,5.20
21715,25240,5.00
21745,25362,4.90
21775,25734,4.60
21806,25362,4.90
21836,25118,5.10
21866,25362,4.90
21896,25240,5.00
21926,25609,4.70
21956,25734,4.60
21986,25240,5.00
22016,25362,4.90
22046,25362,4.90
22076,25485,4.80
22106,24640,5.50
22136,25485,4.80
22166,24877,5.30
22196,25118,5.10
22226,24758,5.40
22256,25609,4.70
22286,25240,5.00
22316,25609,4.70
22346,25734,4.60
22376,25485,4.80
22406,25240,5.00
22436,25485,4.80
22466,25987,4.40
22496,24997,5.20
22526,24877,5.30
22556,25362,4.90
22586,25734,4.60
22616,25240,5.00
22647,24997,5.20
22677,25118,5.10
22707,26503,4.00
22737,25485,4.80
22767,25485,4.80
22797,25485,4.80
22827,25485,4.80
22857,25240,5.00
22887,25609,4.70
22917,25734,4.60
22947,25860,4.50
22977,26243,4.20
23007,25734,4.60
23037,25734,4.60
23067,25362,4.90
23097,25118,5.10
23127,25734,4.60
23157,25485,4.80
23187,25485,4.80
23217,25485,4.80
23247,25240,5.00
23277,26243,4.20
23307,25362,4.90
23337,25609,4.70
23367,26115,4.30
23397,26503,4.00
23427,25734,4.60
23457,25734,4.60
23488,25987,4.40
23518,24877,5.30
23548,25987,4.40
23578,25734,4.60
23608,25485,4.80
23638,25734,4.60
23668,25609,4.70
23698,25609,4.70
23728,25734,4.60
23758,25860,4.50
23788,25734,4.60
23818,25118,5.10
23848,25987,4.40
23878,25362,4.90
23908,25734,4.60
23938,25987,4.40
23968,25485,4.80
23998,25860,4.50
24028,25987,4.40
24058,25240,5.00
24088,25240,5.00
24118,25734,4.60
24148,25734,4.60
24178,25734,4.60
24208,25609,4.70
24238,26115,4.30
24268,25485,4.80
24298,26243,4.20
24329,26115,4.30
24359,25609,4.70
24389,25734,4.60
24419,25987,4.40
24449,26243,4.20
24479,25860,4.50
24509,25734,4.60
24539,25734,4.60
24569,26243,4.20
24599,25860,4.50
24629,25485,4.80
24659,26767,3.80
24689,25362,4.90
24719,26115,4.30
24749,25987,4.40
24779,26115,4.30
24809,25734,4.60
24839,25734,4.60
24869,25734,4.60
24899,25860,4.50
24929,26115,4.30
24959,25987,4.40
24989,25734,4.60
25019,26115,4.30
25049,25734,4.60
25079,25860,4.50
25109,26243,4.20
25139,25860,4.50
25170,25485,4.80
25200,26503,4.00
25230,25860,4.50
25260,26243,4.20
25290,25860,4.50
25320,25987,4.40
25350,25860,4.50
25380,26503,4.00
25410,25987,4.40
25440,26115,4.30
25470,26373,4.10
25500,26243,4.20
25530,26115,4.30
25560,26243,4.20
25590,25987,4.40
25620,25860,4.50
25650,26115,4.30
25680,26115,4.30
25710,27035,3.59
25740,26373,4.10
25770,25118,5.10
25800,26115,4.30
25830,26503,4.00
25860,26373,4.10
25890,26503,4.00
