Tiempo,Resistencia,Temperatura
0,21925,7.92
30,21925,7.92
60,21925,7.92
90,22026,7.82
120,21925,7.92
150,22026,7.82
180,21925,7.92
210,22127,7.73
240,22127,7.73
270,22127,7.73
300,22228,7.63
330,22127,7.73
360,22331,7.54
390,22331,7.54
420,22228,7.63
450,22127,7.73
480,22127,7.73
510,22026,7.82
540,22026,7.82
570,22228,7.63
600,22642,7.25
630,22228,7.63
660,22127,7.73
690,21925,7.92
720,22434,7.44
750,22434,7.44
780,22228,7.63
810,22537,7.34
840,22747,7.15
870,22331,7.54
900,22747,7.15
