Tiempo,Resistencia,Temperatura
19955,9.90
26,17380,12.85
56,15659,15.10
86,14726,16.45
116,13915,17.70
146,13368,18.59
176,13104,19.03
206,11774,21.43
236,11728,21.52
266,11682,21.61
296,11276,22.41
326,11409,22.15
356,11500,21.97
386,11545,21.88
416,11365,22.23
